selection_rank,input_smiles,family,canonical_smiles,state_A_smiles,state_B_smiles,pair_valid,valid,passes_common_filter,filter_reason,molecular_weight,sa_score,qed,rotatable_bonds,pred_uv_lambda_nm,pred_uv_uncertainty_nm,reward_phototoxic_probability,reward_phototoxic_uncertainty,reward_toxicity_similarity,reward_toxicity_pass,pred_half_life_h,pred_half_uncertainty_log10_h,pred_delta_lambda_nm,reward,method_id,eval_uv_lambda_nm,eval_uv_uncertainty_nm,phototoxic_probability,phototoxic_uncertainty,phototoxic_upper_confidence,toxicity_similarity,toxicity_in_domain,known_phototoxic_match,toxicity_pass,eval_half_life_h,eval_half_uncertainty_log10_h,photoswitch_space_pass,toxicity_space_pass,target_A_pass,target_B_pass,joint_success,selection_score,final_status,PSS_pred,quantum_yield_pred,deltaH_kJ_mol,stored_energy_MJ_kg,rank_within_family,candidate_id
82,C1=CC=CC=C1/N=N/N=N/C2=CC=CC(O)=C2,azo,Oc1cccc(/N=N/N=N/c2ccccc2)c1,Oc1cccc(/N=N/N=N/c2ccccc2)c1,Oc1cccc(/N=N\N=N\c2ccccc2)c1,True,True,True,ok,226.23900000000003,2.757829043379017,0.618638789140703,3.0,388.27968977753744,61.47830791204376,0.5741951709639133,0.017004582223012394,0.2894736842105263,True,7.111859089558523,0.8625043555536271,51.8499790444215,0.2641626384235509,unified_conditional_rl,378.88452251154223,59.77843619986306,0.4973429780888991,0.03437551270528035,0.5538906964890853,0.2894736842105263,True,False,True,14.580122923088924,0.6573862929949943,True,True,True,True,True,0.36420290864379334,PASS_AZO_AND_TOXICITY_SCREEN,,,,,82,MC-AZO-0082
83,C1=CC=CC=C1/N=N/N=N\C2=CC=CC(O)=C2,azo,Oc1cccc(/N=N\N=N\c2ccccc2)c1,Oc1cccc(/N=N/N=N/c2ccccc2)c1,Oc1cccc(/N=N\N=N\c2ccccc2)c1,True,True,True,ok,226.23900000000003,2.757829043379017,0.618638789140703,3.0,388.27968977753744,61.47830791204376,0.5741951709639133,0.017004582223012394,0.2894736842105263,True,7.111859089558523,0.8625043555536271,51.8499790444215,0.2641626384235509,unified_conditional_rl,378.88452251154223,59.77843619986306,0.4973429780888991,0.03437551270528035,0.5538906964890853,0.2894736842105263,True,False,True,14.580122923088924,0.6573862929949943,True,True,True,True,True,0.36420290864379334,PASS_AZO_AND_TOXICITY_SCREEN,,,,,83,MC-AZO-0083
84,CC(O)=CC1=CC=CC=C1/N/N=N/C=CC2=CC(O)=CC=C2O,azo,CC(O)=Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1O,CC(O)=Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1O,CC(O)=Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1O,True,True,True,ok,311.34100000000007,3.3369740925004603,0.2833454723345219,5.0,378.55289898090945,61.47830791204376,0.4705296384130235,0.012571980366159996,0.1724137931034483,True,9.14239754575187,0.8625043555536271,56.35749643004249,0.2753260020346653,unified_conditional_rl,376.20264223041585,59.77843619986306,0.4222617311510562,0.02477251512470419,0.4630125185311946,0.1724137931034483,True,False,True,11.060674254410921,0.6573862929949943,True,True,True,True,True,0.3637767955912822,PASS_AZO_AND_TOXICITY_SCREEN,,,,,84,MC-AZO-0084
85,COC1=CC=CC=C1/N=N/N=N/C=CC2=CC(Br)=CC=C2,azo,COc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,COc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,COc1ccccc1/N=N\N=N\C=Cc1cccc(Br)c1,True,True,True,ok,345.20000000000005,3.0184605182884114,0.5154065344188784,5.0,395.0829796667028,61.47830791204376,0.49933572476631427,0.0178853648937389,0.1875,True,10.482043731342808,0.8625043555536271,47.35834992344735,0.24868220955505074,unified_conditional_rl,373.90989521350247,59.77843619986306,0.39486832122275917,0.021762370759461205,0.43066742112207285,0.1875,True,False,True,18.043759676635354,0.6573862929949943,True,True,True,True,True,0.3628028185420236,PASS_AZO_AND_TOXICITY_SCREEN,,,,,85,MC-AZO-0085
86,COC1=CC=CC=C1/N=N/N=N\C=CC2=CC(Br)=CC=C2,azo,COc1ccccc1/N=N/N=N\C=Cc1cccc(Br)c1,COc1ccccc1/N=N/N=N\C=Cc1cccc(Br)c1,COc1ccccc1/N=N\N=N/C=Cc1cccc(Br)c1,True,True,True,ok,345.20000000000005,3.0184605182884114,0.5154065344188784,5.0,395.0829796667028,61.47830791204376,0.49933572476631427,0.0178853648937389,0.1875,True,10.482043731342808,0.8625043555536271,47.35834992344735,0.24868220955505074,unified_conditional_rl,373.90989521350247,59.77843619986306,0.39486832122275917,0.021762370759461205,0.43066742112207285,0.1875,True,False,True,18.043759676635354,0.6573862929949943,True,True,True,True,True,0.3628028185420236,PASS_AZO_AND_TOXICITY_SCREEN,,,,,86,MC-AZO-0086
87,COC1=CC=CC=C1/N=N\C2=CC=CC=C2C=NC3=CC=CC=C3C,azo,COc1ccccc1/N=N\c1ccccc1C=Nc1ccccc1C,COc1ccccc1/N=N/c1ccccc1C=Nc1ccccc1C,COc1ccccc1/N=N\c1ccccc1C=Nc1ccccc1C,True,True,True,ok,329.4030000000001,2.4778986545117316,0.40762631313582076,5.0,391.33865179839194,61.47830791204376,0.5808594178157993,0.019433481699103722,0.1896551724137931,True,9.34188948640798,0.8625043555536271,48.768213583370766,0.2507179540414561,unified_conditional_rl,373.73582030410824,59.77843619986306,0.5023667002467953,0.020421203058796973,0.5359595792785163,0.1896551724137931,True,False,True,15.102885843277582,0.6573862929949943,True,True,True,True,True,0.36273825832189055,PASS_AZO_AND_TOXICITY_SCREEN,,,,,87,MC-AZO-0087
88,CC=CC1=CC=CC=C1/N/N=N/C=CC2=CC(Cl)=CC=C2Cl,azo,CC=Cc1ccccc1N/N=N/C=Cc1cc(Cl)ccc1Cl,CC=Cc1ccccc1N/N=N/C=Cc1cc(Cl)ccc1Cl,CC=Cc1ccccc1N/N=N\C=Cc1cc(Cl)ccc1Cl,True,True,True,ok,332.23400000000004,3.0363607198241205,0.49379698332580857,5.0,375.62257894401154,61.47830791204376,0.5503938377947444,0.014401717914005463,0.18181818181818182,True,10.130736151489632,0.8625043555536271,54.950396828525356,0.278355672837373,unified_conditional_rl,373.84319497890334,59.77843619986306,0.5130157925915516,0.022103959317361456,0.5493768056686112,0.18181818181818182,True,False,True,13.962067615372959,0.6573862929949943,True,True,True,True,True,0.36273008375834104,PASS_AZO_AND_TOXICITY_SCREEN,,,,,88,MC-AZO-0088
89,C1=CC=CC=C1/N=N/N=N/C=CC2=CC(Br)=CC=C2Cl,azo,Clc1ccc(Br)cc1C=C/N=N/N=N/c1ccccc1,Clc1ccc(Br)cc1C=C/N=N/N=N/c1ccccc1,Clc1ccc(Br)cc1C=C/N=N\N=N\c1ccccc1,True,True,True,ok,349.619,3.073142055338387,0.4642390290565511,4.0,388.09243519151033,61.47830791204376,0.5716402390769642,0.0155575853112795,0.24489795918367346,True,8.86314089113245,0.8625043555536271,47.11344175308784,0.26127571313585746,unified_conditional_rl,376.0023073549822,59.77843619986306,0.5177574755366571,0.020764891217222928,0.5519157215889888,0.24489795918367346,True,False,True,15.178354094835482,0.6573862929949943,True,True,True,True,True,0.3626364227801182,PASS_AZO_AND_TOXICITY_SCREEN,,,,,89,MC-AZO-0089
90,CC(O)N=NC1=CC=CC=C1/N=N/C2=CC=CC=C2C=NC3=CC=CC=C3,azo,CC(O)N=Nc1ccccc1/N=N/c1ccccc1C=Nc1ccccc1,CC(O)/N=N/c1ccccc1/N=N/c1ccccc1C=Nc1ccccc1,CC(O)/N=N\c1ccccc1/N=N/c1ccccc1C=Nc1ccccc1,True,True,True,ok,357.41700000000003,3.4398508438576734,0.4088465731664889,6.0,378.1948721256327,61.47830791204376,0.5577105925747491,0.018440366902232285,0.22448979591836735,True,8.911907880161829,0.8625043555536271,47.685237182643334,0.27343863728036505,unified_conditional_rl,368.0437061043658,59.77843619986306,0.49358920154125013,0.03295951578936418,0.5478076050147542,0.22448979591836735,True,False,True,18.627097353610623,0.6573862929949943,True,True,True,True,True,0.3625001042657872,PASS_AZO_AND_TOXICITY_SCREEN,,,,,90,MC-AZO-0090
91,COC1=CC=CC=C1/N=N\C2=CC(Br)=CC=C2O,azo,COc1ccccc1/N=N\c1cc(Br)ccc1O,COc1ccccc1/N=N/c1cc(Br)ccc1O,COc1ccccc1/N=N\c1cc(Br)ccc1O,True,True,True,ok,307.147,2.3198986839104663,0.843874663174896,3.0,392.5665073868967,61.47830791204376,0.5676078806409484,0.011747739074979297,0.2830188679245283,True,7.318561615622182,0.8625043555536271,55.74135816532254,0.25733283646369304,unified_conditional_rl,382.7169251215746,59.77843619986306,0.44236527166304684,0.03770498941471752,0.5043899792502572,0.2830188679245283,True,False,True,12.625994337650775,0.6573862929949943,True,True,True,True,True,0.3624896939601382,PASS_AZO_AND_TOXICITY_SCREEN,,,,,91,MC-AZO-0091
92,CN=CC1=CC=CC=C1/N=N/C=CC2=CC(Br)=CC=C2,azo,CN=Cc1ccccc1/N=N/C=Cc1cccc(Br)c1,CN=Cc1ccccc1/N=N/C=Cc1cccc(Br)c1,CN=Cc1ccccc1/N=N\C=Cc1cccc(Br)c1,True,True,True,ok,328.21299999999997,3.0596325062667695,0.542764757411793,4.0,388.7167056316717,61.47830791204376,0.49904828516206123,0.01175093364800776,0.19148936170212766,True,7.943963995146184,0.8625043555536271,46.70288538938814,0.2600063011393086,unified_conditional_rl,379.8718815478732,59.77843619986306,0.4005051428958142,0.0209542074100228,0.4349748140853017,0.19148936170212766,True,False,True,11.780509881098062,0.6573862929949943,True,True,True,True,True,0.3624291362467729,PASS_AZO_AND_TOXICITY_SCREEN,,,,,92,MC-AZO-0092
93,CC1=CC=CC=C1/N=N/N=N/C=CC2=CC(Br)=CC=C2,azo,Cc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,Cc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,Cc1ccccc1/N=N\N=N\C=Cc1cccc(Br)c1,True,True,True,ok,329.201,3.0496346282826847,0.4967445605211181,4.0,389.3333006859477,61.47830791204376,0.5286729806525361,0.016220754085153413,0.1956521739130435,True,6.35449460227627,0.8625043555536271,41.18159639994968,0.25472941675902044,unified_conditional_rl,375.85617166274204,59.77843619986306,0.49147442613637243,0.031812327524828966,0.543805704914716,0.1956521739130435,True,False,True,8.119223725439705,0.6573862929949943,True,True,True,True,True,0.3620881499687666,PASS_AZO_AND_TOXICITY_SCREEN,,,,,93,MC-AZO-0093
94,C(=O)C1=CC=CC=C1/N=N\C/N=NC2=CC=CC=C2C,azo,Cc1ccccc1N=NC/N=N\c1ccccc1C=O,Cc1ccccc1/N=N/C/N=N\c1ccccc1C=O,Cc1ccccc1/N=N\C/N=N\c1ccccc1C=O,True,True,True,ok,266.30400000000003,3.111176007593029,0.5741546421902539,5.0,394.0739273570387,61.47830791204376,0.5431459811921837,0.01634107923988999,0.2,True,6.52302609480155,0.8625043555536271,56.96563679233168,0.2473564322721265,unified_conditional_rl,378.7648355503855,59.77843619986306,0.47424158116139187,0.015014803065209787,0.498940932203662,0.2,True,False,True,11.581303241049362,0.6573862929949943,True,True,True,True,True,0.3619562083955778,PASS_AZO_AND_TOXICITY_SCREEN,,,,,94,MC-AZO-0094
95,C1=CC=CC=C1/N=N/C=CC2=CC=CC=C2OCC3=CC(Br)=CC=C3O,azo,Oc1ccc(Br)cc1COc1ccccc1C=C/N=N/c1ccccc1,Oc1ccc(Br)cc1COc1ccccc1C=C/N=N/c1ccccc1,Oc1ccc(Br)cc1COc1ccccc1C=C/N=N\c1ccccc1,True,True,True,ok,409.2830000000001,2.550936979342204,0.4734407355474189,6.0,390.1848339049811,61.47830791204376,0.5378823446548461,0.02227153339422413,0.2033898305084746,True,9.305980243575188,0.8625043555536271,62.973588016589474,0.2571464752382656,unified_conditional_rl,378.6072796309534,59.77843619986306,0.42383364303397675,0.028374676199315038,0.47050998538184996,0.2033898305084746,True,False,True,14.548046801425373,0.6573862929949943,True,True,True,True,True,0.3618101917912049,PASS_AZO_AND_TOXICITY_SCREEN,,,,,95,MC-AZO-0095
96,C(=O)N=CC1=CC=CC=C1/N=N/C2=CC=CC(Cl)=C2,azo,O=CN=Cc1ccccc1/N=N/c1cccc(Cl)c1,O=CN=Cc1ccccc1/N=N/c1cccc(Cl)c1,O=CN=Cc1ccccc1/N=N\c1cccc(Cl)c1,True,True,True,ok,271.707,2.93665453793011,0.4637393171677341,4.0,392.82687875462943,61.47830791204376,0.6119394402037697,0.01507619648444398,0.2,True,6.235110605999389,0.8625043555536271,52.73048617110953,0.24545630656570916,unified_conditional_rl,376.6079089058515,59.77843619986306,0.5118925120893578,0.015851525646753104,0.5379682717782667,0.2,True,False,True,13.67903990104863,0.6573862929949943,True,True,True,True,True,0.3614377554006074,PASS_AZO_AND_TOXICITY_SCREEN,,,,,96,MC-AZO-0096
97,C1=CC=CC=C1/N=N/C=CC2=CC(O)=CC=C2,azo,Oc1cccc(C=C/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N\c2ccccc2)c1,True,True,True,ok,224.263,2.486701966455941,0.7819416255054261,3.0,390.6676699090174,61.47830791204376,0.5007441135051045,0.022363084108472847,0.2727272727272727,True,11.064575272563165,0.8625043555536271,48.624663304419755,0.26352854225278516,unified_conditional_rl,379.22205466835885,59.77843619986306,0.39588381618518864,0.025036535544628882,0.43706891715610313,0.2727272727272727,True,False,True,18.390330603164756,0.6573862929949943,True,True,True,True,True,0.3614374200093815,PASS_AZO_AND_TOXICITY_SCREEN,,,,,97,MC-AZO-0097
98,C1=CC=CC=C1/N=N\C=CC2=CC(O)=CC=C2,azo,Oc1cccc(C=C/N=N\c2ccccc2)c1,Oc1cccc(C=C/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N\c2ccccc2)c1,True,True,True,ok,224.263,2.486701966455941,0.7819416255054261,3.0,390.6676699090174,61.47830791204376,0.5007441135051045,0.022363084108472847,0.2727272727272727,True,11.064575272563165,0.8625043555536271,48.624663304419755,0.26352854225278516,unified_conditional_rl,379.22205466835885,59.77843619986306,0.39588381618518864,0.025036535544628882,0.43706891715610313,0.2727272727272727,True,False,True,18.390330603164756,0.6573862929949943,True,True,True,True,True,0.3614374200093815,PASS_AZO_AND_TOXICITY_SCREEN,,,,,98,MC-AZO-0098
99,COC1=CC=CC=C1/N=N/N=N\C=CC2=CC(Br)=CC=C2O,azo,COc1ccccc1/N=N/N=N\C=Cc1cc(Br)ccc1O,COc1ccccc1/N=N/N=N\C=Cc1cc(Br)ccc1O,COc1ccccc1/N=N\N=N/C=Cc1cc(Br)ccc1O,True,True,True,ok,361.19900000000007,3.156844236307636,0.5804161208310152,5.0,398.0892993737222,61.47830791204376,0.501261942423161,0.015538358503089955,0.234375,True,9.155838165257139,0.8625043555536271,55.27085793246209,0.2468539378097396,unified_conditional_rl,378.50698745047674,59.77843619986306,0.4329917799284118,0.03144774486550343,0.48472332023216497,0.234375,True,False,True,15.2812297930621,0.6573862929949943,True,True,True,True,True,0.36115830322982984,PASS_AZO_AND_TOXICITY_SCREEN,,,,,99,MC-AZO-0099
100,COC1=CC=CC=C1/N=N/C=CC2=CC(Br)=CC=C2,azo,COc1ccccc1/N=N/C=Cc1cccc(Br)c1,COc1ccccc1/N=N/C=Cc1cccc(Br)c1,COc1ccccc1/N=N\C=Cc1cccc(Br)c1,True,True,True,ok,317.18600000000004,2.5396299225454975,0.7124951584181486,4.0,396.84966024261666,61.47830791204376,0.5242615939500206,0.016561959087114022,0.19672131147540983,True,10.03892859003893,0.8625043555536271,46.849252076475636,0.24523197659764814,unified_conditional_rl,377.76971579039565,59.77843619986306,0.38317172728577875,0.029410442313050823,0.43155190489074735,0.19672131147540983,True,False,True,16.076995305130335,0.6573862929949943,True,True,True,True,True,0.3609541377796259,PASS_AZO_AND_TOXICITY_SCREEN,,,,,100,MC-AZO-0100
101,COC1=CC=CC=C1/N=N\C=CC2=CC(Br)=CC=C2,azo,COc1ccccc1/N=N\C=Cc1cccc(Br)c1,COc1ccccc1/N=N/C=Cc1cccc(Br)c1,COc1ccccc1/N=N\C=Cc1cccc(Br)c1,True,True,True,ok,317.18600000000004,2.5396299225454975,0.7124951584181486,4.0,396.84966024261666,61.47830791204376,0.5242615939500206,0.016561959087114022,0.19672131147540983,True,10.03892859003893,0.8625043555536271,46.849252076475636,0.24523197659764814,unified_conditional_rl,377.76971579039565,59.77843619986306,0.38317172728577875,0.029410442313050823,0.43155190489074735,0.19672131147540983,True,False,True,16.076995305130335,0.6573862929949943,True,True,True,True,True,0.3609541377796259,PASS_AZO_AND_TOXICITY_SCREEN,,,,,101,MC-AZO-0101
102,C=CC1=CC=CC=C1/N=N/C2=CC=CC=C2/N=N\C3=CC=CC(O)=C3,azo,C=Cc1ccccc1/N=N/c1ccccc1/N=N\c1cccc(O)c1,C=Cc1ccccc1/N=N/c1ccccc1/N=N\c1cccc(O)c1,C=Cc1ccccc1/N=N\c1ccccc1/N=N\c1cccc(O)c1,True,True,True,ok,328.37500000000006,2.8354234174200563,0.5101463699669383,5.0,391.68333861752717,61.47830791204376,0.5662886081578664,0.03161104960953113,0.20833333333333334,True,6.2828046337128685,0.8625043555536271,53.47971469047923,0.2499790310467505,unified_conditional_rl,374.29471373290244,59.77843619986306,0.4808513717417961,0.03166276011404348,0.5329366121293976,0.20833333333333334,True,False,True,17.009521002076912,0.6573862929949943,True,True,True,True,True,0.3608046127711051,PASS_AZO_AND_TOXICITY_SCREEN,,,,,102,MC-AZO-0102
103,C=CC1=CC=CC=C1/N=N\C2=CC=CC=C2/N=N\C3=CC=CC(O)=C3,azo,C=Cc1ccccc1/N=N\c1ccccc1/N=N\c1cccc(O)c1,C=Cc1ccccc1/N=N/c1ccccc1/N=N\c1cccc(O)c1,C=Cc1ccccc1/N=N\c1ccccc1/N=N\c1cccc(O)c1,True,True,True,ok,328.37500000000006,2.8354234174200563,0.5101463699669383,5.0,391.68333861752717,61.47830791204376,0.5662886081578664,0.03161104960953113,0.20833333333333334,True,6.2828046337128685,0.8625043555536271,53.47971469047923,0.2499790310467505,unified_conditional_rl,374.29471373290244,59.77843619986306,0.4808513717417961,0.03166276011404348,0.5329366121293976,0.20833333333333334,True,False,True,17.009521002076912,0.6573862929949943,True,True,True,True,True,0.3608046127711051,PASS_AZO_AND_TOXICITY_SCREEN,,,,,103,MC-AZO-0103
104,C1=CC=CC=C1/N=N/N=N\C=CC2=CC=CC=C2C3=CC=CC=C3O,azo,Oc1ccccc1-c1ccccc1C=C/N=N\N=N\c1ccccc1,Oc1ccccc1-c1ccccc1C=C/N=N/N=N/c1ccccc1,Oc1ccccc1-c1ccccc1C=C/N=N\N=N\c1ccccc1,True,True,True,ok,328.37500000000006,2.876987202912609,0.44059909588107105,5.0,396.0386537570357,61.47830791204376,0.5228975829813467,0.027626248867962642,0.2553191489361702,True,11.498016703346615,0.8625043555536271,51.924367767216836,0.2508729132374044,unified_conditional_rl,373.3928228258165,59.77843619986306,0.40401308510444733,0.028915484851822663,0.4515790576856956,0.2553191489361702,True,False,True,22.38154858912989,0.6573862929949943,True,True,True,True,True,0.360467479199743,PASS_AZO_AND_TOXICITY_SCREEN,,,,,104,MC-AZO-0104
105,C1=CC=CC=C1/N=N/C2=CC=CC(O)=C2,azo,Oc1cccc(/N=N/c2ccccc2)c1,Oc1cccc(/N=N/c2ccccc2)c1,Oc1cccc(/N=N\c2ccccc2)c1,True,True,True,ok,198.22500000000005,2.0631806712514695,0.7324881147150344,2.0,392.04054278388367,61.47830791204376,0.5671854839337348,0.02068071460612542,0.3055555555555556,True,7.083350682556878,0.8625043555536271,52.30268700802742,0.2587477953029857,unified_conditional_rl,381.52878142613196,59.77843619986306,0.5030295507946743,0.03521434982205781,0.5609571562519594,0.3055555555555556,True,False,True,14.167561336813309,0.6573862929949943,True,True,True,True,True,0.3603060316677628,PASS_AZO_AND_TOXICITY_SCREEN,,,,,105,MC-AZO-0105
106,C1=CC=CC=C1/N=N\C2=CC(O)=CC=C2,azo,Oc1cccc(/N=N\c2ccccc2)c1,Oc1cccc(/N=N/c2ccccc2)c1,Oc1cccc(/N=N\c2ccccc2)c1,True,True,True,ok,198.22500000000005,2.0631806712514695,0.7324881147150344,2.0,392.04054278388367,61.47830791204376,0.5671854839337348,0.02068071460612542,0.3055555555555556,True,7.083350682556878,0.8625043555536271,52.30268700802742,0.2587477953029857,unified_conditional_rl,381.52878142613196,59.77843619986306,0.5030295507946743,0.03521434982205781,0.5609571562519594,0.3055555555555556,True,False,True,14.167561336813309,0.6573862929949943,True,True,True,True,True,0.3603060316677628,PASS_AZO_AND_TOXICITY_SCREEN,,,,,106,MC-AZO-0106
107,CN=CC1=CC=CC=C1/N=N/N=N/C=CC2=CC(Br)=CC=C2,azo,CN=Cc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,CN=Cc1ccccc1/N=N/N=N/C=Cc1cccc(Br)c1,CN=Cc1ccccc1/N=N\N=N\C=Cc1cccc(Br)c1,True,True,True,ok,356.22700000000003,3.473176001417526,0.37925054270518466,5.0,389.05970903535336,61.47830791204376,0.5037380396840678,0.022295064946253416,0.18,True,8.229721274094038,0.8625043555536271,47.260082735115645,0.2537953707366654,unified_conditional_rl,376.6589413825348,59.77843619986306,0.41748809856777164,0.015494280952479917,0.4429761907346011,0.18,True,False,True,13.22166767660434,0.6573862929949943,True,True,True,True,True,0.36020666550590835,PASS_AZO_AND_TOXICITY_SCREEN,,,,,107,MC-AZO-0107
108,C1=CC=CC=C1/N=N\C=NC2=CC=CC=C2/N=N/C3=CC=CC=C3/N=N/C4=CC=CC(Br)=C4,azo,Brc1cccc(/N=N/c2ccccc2/N=N/c2ccccc2N=C/N=N\c2ccccc2)c1,Brc1cccc(/N=N/c2ccccc2/N=N/c2ccccc2N=C/N=N\c2ccccc2)c1,Brc1cccc(/N=N\c2ccccc2/N=N/c2ccccc2N=C/N=N\c2ccccc2)c1,True,True,True,ok,496.3720000000001,3.187763180405968,0.13852950721553467,7.0,393.1408866330872,61.47830791204376,0.5985679477145789,0.034869071856266975,0.17647058823529413,True,6.256671753559622,0.8625043555536271,56.88159465188579,0.24078121303783068,unified_conditional_rl,375.0092663043258,59.77843619986306,0.5334839930718592,0.012931218833011559,0.5547558480521633,0.17647058823529413,True,False,True,12.187315348642894,0.6573862929949943,True,True,True,True,True,0.3601874321705076,PASS_AZO_AND_TOXICITY_SCREEN,,,,,108,MC-AZO-0108
109,C1=CC=CC=C1/N=N/N=N\C=CC2=CC(Cl)=CC=C2Br,azo,Clc1ccc(Br)c(C=C/N=N\N=N\c2ccccc2)c1,Clc1ccc(Br)c(C=C/N=N/N=N/c2ccccc2)c1,Clc1ccc(Br)c(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,349.619,3.1102163258954167,0.4642390290565511,4.0,390.7688553989897,61.47830791204376,0.5871594721566332,0.02311588915901281,0.2708333333333333,True,9.163257474924283,0.8625043555536271,45.66269688797422,0.25645305727235096,unified_conditional_rl,375.4577335525171,59.77843619986306,0.5461689813337811,0.025536344577857178,0.5881762681643562,0.2708333333333333,True,False,True,16.459388712223493,0.6573862929949943,True,True,True,True,True,0.3600807513798417,PASS_AZO_AND_TOXICITY_SCREEN,,,,,109,MC-AZO-0109
110,CC(O)N=CC1=CC=CC=C1/N=N/C2=CC=CC=C2/N=N/C3=CC=CC(Cl)=C3,azo,CC(O)N=Cc1ccccc1/N=N/c1ccccc1/N=N/c1cccc(Cl)c1,CC(O)N=Cc1ccccc1/N=N/c1ccccc1/N=N/c1cccc(Cl)c1,CC(O)N=Cc1ccccc1/N=N\c1ccccc1/N=N/c1cccc(Cl)c1,True,True,True,ok,391.8620000000001,3.509722581393988,0.3583585645161767,6.0,388.6453261243244,61.47830791204376,0.6089917625368295,0.021244543807029642,0.22641509433962265,True,5.3238436088449,0.8625043555536271,50.96939867217952,0.24824628138221067,unified_conditional_rl,375.55431373495986,59.77843619986306,0.5454405731644133,0.027051379354831998,0.5899400922031119,0.22641509433962265,True,False,True,10.805324304422445,0.6573862929949943,True,True,True,True,True,0.35990226144674464,PASS_AZO_AND_TOXICITY_SCREEN,,,,,110,MC-AZO-0110
111,CC1=CC=CC=C1/N/N=N\C=CC2=CC(O)=CC=C2[N+1],azo,Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1[N+],Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1[N+],Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1[N+],True,True,True,ok,266.30400000000003,3.523883406727469,0.6507255905092326,4.0,375.8408270907158,61.47830791204376,0.501064817430904,0.025983919754893135,0.15789473684210525,True,6.862183997925654,0.8625043555536271,52.64329910631466,0.2714784678663302,unified_conditional_rl,372.7311677798548,59.77843619986306,0.4929348719568199,0.03307769265422696,0.5473476763730233,0.15789473684210525,True,False,True,9.216819558532396,0.6573862929949943,True,True,True,True,True,0.3598618855277846,PASS_AZO_AND_TOXICITY_SCREEN,,,,,111,MC-AZO-0111
112,C1=CC=CC=C1/N=N/C2=CC=CC=C2/N=N/C3=CC=CC=C3/N=N\C4=CC=CC(Br)=C4,azo,Brc1cccc(/N=N\c2ccccc2/N=N/c2ccccc2/N=N/c2ccccc2)c1,Brc1cccc(/N=N/c2ccccc2/N=N/c2ccccc2/N=N/c2ccccc2)c1,Brc1cccc(/N=N\c2ccccc2/N=N/c2ccccc2/N=N/c2ccccc2)c1,True,True,True,ok,469.3460000000001,2.6617113772455134,0.25218915574107903,6.0,386.97682844688626,61.47830791204376,0.6140215922516312,0.03527296138169725,0.21428571428571427,True,6.256671753559622,0.8625043555536271,45.39345094646552,0.25419498566568666,unified_conditional_rl,378.2515373241788,59.77843619986306,0.5270421743879966,0.02076166985488978,0.5611951212992903,0.21428571428571427,True,False,True,12.187315348642894,0.6573862929949943,True,True,True,True,True,0.35930956620859217,PASS_AZO_AND_TOXICITY_SCREEN,,,,,112,MC-AZO-0112
113,C=CC1=CC=CC=C1/N=N/N=N/C=CC2=CC(Br)=CC=C2O,azo,C=Cc1ccccc1/N=N/N=N/C=Cc1cc(Br)ccc1O,C=Cc1ccccc1/N=N/N=N/C=Cc1cc(Br)ccc1O,C=Cc1ccccc1/N=N\N=N\C=Cc1cc(Br)ccc1O,True,True,True,ok,357.211,3.4750486319120313,0.5236461001494433,5.0,390.4393516870486,61.47830791204376,0.5027337298203404,0.025606720581308844,0.17543859649122806,True,7.947385488783175,0.8625043555536271,52.58568204300309,0.2510405248651924,unified_conditional_rl,373.6772803847457,59.77843619986306,0.44282195368625954,0.023428946874345907,0.48136257129455856,0.17543859649122806,True,False,True,15.495177840461393,0.6573862929949943,True,True,True,True,True,0.35894252394508325,PASS_AZO_AND_TOXICITY_SCREEN,,,,,113,MC-AZO-0113
114,C1=CC=CC=C1/N=N/N=N/C=CC2=CC(O)=CC=C2Cl,azo,Oc1ccc(Cl)c(C=C/N=N/N=N/c2ccccc2)c1,Oc1ccc(Cl)c(C=C/N=N/N=N/c2ccccc2)c1,Oc1ccc(Cl)c(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,286.72200000000004,3.1265189784153105,0.6112338053559808,4.0,389.6417043940456,61.47830791204376,0.5568415599544622,0.01767322184599479,0.2978723404255319,True,9.574026640181302,0.8625043555536271,52.76526433391933,0.26353403440411743,unified_conditional_rl,378.9453985957086,59.77843619986306,0.5001039304506565,0.025150168474060965,0.5414759575904867,0.2978723404255319,True,False,True,17.15053738451263,0.6573862929949943,True,True,True,True,True,0.3588428932058024,PASS_AZO_AND_TOXICITY_SCREEN,,,,,114,MC-AZO-0114
